,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,1.622322744234925,0.5479675531387329,3.6415764967600506,0.006481481250375509
1,0.7699797682808458,0.7612900137901306,3.75822756378739,0.009259259328246117
2,0.5410939450698662,0.8266065120697021,3.6461178108497903,0.009259259328246117
3,0.43280412549853886,0.8630800843238831,3.6542113763314705,0.004629629664123058
4,0.38833920783519943,0.8755578994750977,3.655684409318147,0.004629629664123058
5,0.34695998832153724,0.8869318962097168,3.656649299904152,0.004629629664123058
6,0.2964935523887171,0.9040648937225342,3.6544188534771953,0.0055555556900799274
7,0.2878937240883726,0.906512439250946,3.6560151206122504,0.006481481250375509
8,0.25894354953376264,0.9160627722740173,3.662432797749837,0.004629629664123058
9,0.26946483092343576,0.9125593900680542,3.660835843616062,0.0055555556900799274
10,0.23760175603748557,0.9223016500473022,3.6610411449714944,0.007407407276332378
11,0.21945878680283756,0.9289245009422302,3.6661354029620137,0.006481481250375509
12,0.22401172410494055,0.9281566739082336,3.6700359803658946,0.004629629664123058
13,0.19910372945331448,0.9361712336540222,3.6668908949251526,0.0055555556900799274
14,0.19459837299038915,0.9384748339653015,3.6695809099409313,0.004629629664123058
15,0.2001773937137671,0.9333876967430115,3.672262680972064,0.004629629664123058
16,0.1867962275097887,0.9387627840042114,3.6754729747772217,0.004629629664123058
17,0.17301716237650305,0.942986011505127,3.67596845097012,0.004629629664123058
18,0.18032643555903805,0.9414023160934448,3.6774335737581607,0.0055555556900799274
19,0.15137258434314546,0.9507606625556946,3.679087409266719,0.004629629664123058
20,0.15550701966034616,0.9475452303886414,3.6806590256867584,0.004629629664123058
21,0.16179347294164895,0.9462014436721802,3.680521668328179,0.004629629664123058
22,0.15307216495456152,0.950616717338562,3.682059966193305,0.004629629664123058
23,0.1536553929792833,0.9515285491943359,3.68555684266267,0.004629629664123058
24,0.1378713291499396,0.9535441994667053,3.6872926535429777,0.004629629664123058
25,0.13592458237082222,0.9561357498168945,3.6895138210720484,0.004629629664123058
26,0.14248019112645074,0.9538321495056152,3.6918596903483074,0.004629629664123058
27,0.13463167964850753,0.9551278948783875,3.6925119011490435,0.004629629664123058
28,0.1317651786306015,0.9575754404067993,3.6950949668884276,0.004629629664123058
29,0.14894160309912646,0.9535441994667053,3.697893992176762,0.004629629664123058
30,0.1287558806914264,0.9596871137619019,3.6999686188167997,0.004629629664123058
31,0.11748998418053652,0.9601669907569885,3.6980799233471906,0.004629629664123058
32,0.13194360477664926,0.9581513404846191,3.6995121302428067,0.004629629664123058
33,0.128887934093951,0.9595910906791687,3.6994963080794725,0.007407407276332378
34,0.1281753701134495,0.9576714634895325,3.700369174392135,0.007407407276332378
35,0.11331347519260863,0.9641023278236389,3.7010492430792916,0.007407407276332378
36,0.11595585285759645,0.9617027640342712,3.704089475561071,0.007407407276332378
37,0.140680922506168,0.9554158449172974,3.7036487932558413,0.007407407276332378
38,0.13321222873841676,0.957815408706665,3.7057377144142434,0.007407407276332378
39,0.12421711949237776,0.9617987275123596,3.705108310558178,0.007407407276332378
40,0.11296528844599679,0.9635264277458191,3.7085721951943857,0.007407407276332378
41,0.10699383696936637,0.966357946395874,3.7110228326585557,0.007407407276332378
42,0.12561875601413544,0.9604549407958984,3.71426876562613,0.007407407276332378
43,0.15169986867188567,0.9523443579673767,3.7115653921056677,0.007407407276332378
44,0.1119177688980079,0.9630944728851318,3.713301017549303,0.007407407276332378
45,0.11681771387484335,0.962566614151001,3.713037301875927,0.007407407276332378
46,0.12305367407466668,0.9627585411071777,3.718575295695552,0.007407407276332378
47,0.11933696017310251,0.9617507457733154,3.7198740588294137,0.007407407276332378
48,0.11284814796955035,0.9645822048187256,3.720882993274265,0.007407407276332378
49,0.10839819765377497,0.9664059281349182,3.7188512042716697,0.007407407276332378
50,0.1040679599328974,0.9666458964347839,3.723375248025965,0.007407407276332378
51,0.10771862832469489,0.9660219550132751,3.7214966738665547,0.007407407276332378
52,0.10410309934909306,0.967893660068512,3.7255950115345144,0.007407407276332378
53,0.10453402912944652,0.968517541885376,3.7242916848924423,0.007407407276332378
54,0.10585183429818715,0.9664539098739624,3.730791614673756,0.007407407276332378
55,0.1046817458058282,0.9667418599128723,3.732453512262415,0.007407407276332378
56,0.092727750880086,0.9706291556358337,3.731756674801862,0.007407407276332378
57,0.10083074083474715,0.9682295918464661,3.73313351560522,0.007407407276332378
58,0.09492643080622479,0.9705331921577454,3.732937032205087,0.007407407276332378
59,0.09196100245666448,0.9697173237800598,3.7314011732737224,0.007407407276332378
60,0.09370187379977728,0.9698132872581482,3.731406580960309,0.007407407276332378
61,0.08533892033783386,0.9736526608467102,3.7355267542379873,0.007407407276332378
62,0.08836354998024017,0.9732686877250671,3.7384507355866607,0.007407407276332378
63,0.09473217320494441,0.9715890288352966,3.7379787427407725,0.007407407276332378
64,0.09161143259091169,0.9709171056747437,3.7410113952778006,0.007407407276332378
